Query_number,doc_number
1094605,210158
1094605,262611
624143,316658
624143,410588
624143,89236
726098,99999
726098,1
726098,10
567452,158694
567452,119575
567452,126428
541948,463119
541948,214257
541948,141491
698445,453941
698445,451380
698445,84147
671219,299771
671219,246322
671219,283546
740416,99999
740416,1
740416,10
94782,90459
94782,316867
94782,239047
250228,463118
250228,248691
250228,444481
1094578,236317
1094578,247749
1094578,244537
210442,408282
210442,127211
210442,468364
601128,322559
601128,21061
601128,345751
462979,487174
462979,449383
462979,328251
411953,84919
411953,222761
411953,62457
6791,116002
6791,232092
6791,119433
471983,227455
471983,416075
471983,223734
1094566,328888
1094566,2986
1094566,459031
475402,341963
475402,226696
475402,168467
231717,234420
231717,341595
231717,254915
642032,156516
642032,258408
642032,219575
657091,18592
657091,401927
657091,24698
679167,457975
679167,23484
679167,213216
102695,311768
102695,62462
102695,495029
645343,451253
645343,205650
645343,132471
1094536,306635
1094536,450973
1094536,313536
175251,92391
175251,401412
175251,205620
498478,414511
498478,413419
498478,225391
677936,99999
677936,1
677936,10
537825,56045
537825,365012
537825,300221
549235,256237
549235,249580
549235,6610
396391,468358
396391,136712
396391,347784
1094519,325428
1094519,488953
1094519,431018
711759,99999
711759,1
711759,10
488345,469643
488345,474029
488345,18970
549219,159181
549219,208172
549219,229963
1094501,212930
1094501,110201
1094501,128484
721885,99999
721885,1
721885,10
555750,404606
555750,488007
555750,413272
456443,65563
456443,451532
456443,205980
568526,253410
568526,3004
568526,164625
1094477,105557
1094477,491006
1094477,468739
708517,99999
708517,1
708517,10
25603,466487
25603,257467
25603,446479
709559,278369
709559,31062
709559,406513
191792,392639
191792,436328
191792,471694
1094469,138610
1094469,8074
1094469,203333
391101,424923
391101,394707
391101,304723
1576,161892
1576,219603
1576,335738
170982,135775
170982,198859
170982,142308
753214,129862
753214,287745
753214,158381
1094460,462519
1094460,143583
1094460,28470
341317,237216
341317,498802
341317,111996
1094453,110707
1094453,434856
1094453,399252
693636,247975
693636,245994
693636,291603
481341,278137
481341,231134
481341,138619
504044,99999
504044,1
504044,10
489858,262223
489858,322064
489858,235217
556217,308532
556217,105285
556217,406490
406923,481348
406923,245780
406923,240641
430989,447993
430989,95315
430989,426319
413858,268888
413858,380516
413858,121026
402318,43367
402318,98808
402318,163226
633153,226767
633153,420235
633153,383114
231298,312388
231298,190353
231298,451631
538333,99999
538333,1
538333,10
618408,113139
618408,92845
618408,398155
249118,460019
249118,295821
249118,403940
567630,477063
567630,257658
567630,483762
393954,408958
393954,385373
393954,478292
628056,259401
628056,266845
628056,42185
645892,99999
645892,1
645892,10
1102351,474396
1102351,90735
1102351,190925
647260,316945
647260,306428
647260,254069
1094395,99999
1094395,1
1094395,10
1094394,99999
1094394,1
1094394,10
1094389,145380
1094389,59664
1094389,279583
537761,53532
537761,291315
537761,454886
331352,126732
331352,172036
331352,152439
419326,351367
419326,365624
419326,181282
425375,326103
425375,146825
425375,481533
598802,471001
598802,435903
598802,43552
506181,154816
506181,252358
506181,264288
248086,336798
248086,427383
248086,183005
559771,99999
559771,1
559771,10
638849,44783
638849,462637
638849,74088
744891,99999
744891,1
744891,10
560357,84417
560357,40621
560357,236485
1094370,99999
1094370,1
1094370,10
445714,488512
445714,108724
445714,278118
1094369,258408
1094369,219575
1094369,202904
571696,246956
571696,379630
571696,56760
425072,99999
425072,1
425072,10
473935,488564
473935,278467
473935,446980
1094364,99999
1094364,1
1094364,10
602352,325822
602352,48492
602352,451468
1094361,83303
1094361,376323
1094361,268494
635497,317281
635497,162574
635497,471409
563995,381909
563995,342276
563995,427121
21741,49464
21741,104696
21741,490687
419333,243042
419333,303054
419333,221921
693162,99999
693162,1
693162,10
730626,132918
730626,156250
730626,192990
593792,99999
593792,1
593792,10
482666,191163
482666,56476
482666,289356
1101674,352207
1101674,114544
1101674,267828
96250,125939
96250,304717
96250,44539
733892,70361
733892,328508
733892,483469
409071,10836
409071,362287
409071,263405
1094316,123533
1094316,95614
1094316,339281
223165,493735
223165,102784
223165,190121
387603,453988
387603,387330
387603,141909
26207,84909
26207,323871
26207,43415
680373,289735
680373,282355
680373,226383
452200,5610
452200,88582
452200,67694
644658,120391
644658,164679
644658,32313
384406,13885
384406,420425
384406,97670
468907,274017
468907,48875
468907,374588
137440,99999
137440,1
137440,10
540983,469125
540983,487787
540983,334668
494346,379444
494346,192056
494346,309013
412319,422855
412319,314346
412319,235735
171527,114029
171527,322910
171527,488358
635150,258408
635150,219575
635150,202904
438316,321653
438316,365827
438316,12138
623857,73716
623857,160052
623857,155104
402075,489744
402075,482051
402075,288787
614069,99999
614069,1
614069,10
285729,72352
285729,188306
285729,366187
634412,457660
634412,491119
634412,126960
1101670,288530
1101670,484940
1101670,18517
669427,197099
669427,46310
669427,474237
616447,449650
616447,124020
616447,50367
65000,219565
65000,167404
65000,493098
609799,99999
609799,1
609799,10
266760,12775
266760,224719
266760,116719
146212,226270
146212,201394
146212,369904
161418,99303
161418,270640
161418,33427
1101668,99999
1101668,1
1101668,10
1094271,258855
1094271,374308
1094271,453754
454872,101370
454872,31491
454872,213793
714636,99999
714636,1
714636,10
99556,187845
99556,479486
99556,106569
631724,408483
631724,314872
631724,121284
21948,201921
21948,220137
21948,74901
515813,4063
515813,435672
515813,125849
409694,341333
409694,435272
409694,304989
88375,51304
88375,393399
88375,439707
563359,99999
563359,1
563359,10
602652,99999
602652,1
602652,10
574730,312071
574730,206128
574730,360656
281704,65482
281704,261845
281704,495059
543951,97526
543951,436585
543951,439371
242019,65017
242019,199236
242019,447783
743693,257814
743693,309969
743693,6850
445908,443124
445908,276623
445908,247785
584592,252206
584592,384448
584592,415230
621419,125139
621419,197030
621419,34403
24441,99999
24441,1
24441,10
403388,371777
403388,227769
403388,488517
551860,250760
551860,69012
551860,129208
124534,99999
124534,1
124534,10
486274,258408
486274,219575
486274,202904
138223,347058
138223,264475
138223,52125
524166,368341
524166,366963
524166,270699
673143,259952
673143,444738
673143,167436
1094220,127211
1094220,191651
1094220,214296
715508,99999
715508,1
715508,10
1094215,293266
1094215,224106
1094215,283954
522151,84788
522151,69593
522151,320157
404051,237856
404051,91575
404051,409605
394021,37664
394021,305927
394021,44334
416228,228394
416228,167943
416228,211327
393420,226024
393420,263434
393420,473244
563771,99999
563771,1
563771,10
670600,388149
670600,52610
670600,460990
1094197,435924
1094197,480576
1094197,344961
1101661,59318
1101661,151745
1101661,404292
1094191,14031
1094191,374429
1094191,189532
281702,460724
281702,136081
281702,365992
649451,385352
649451,15134
649451,829
583611,191161
583611,491661
583611,299723
473394,40639
473394,488761
473394,101653
408945,99999
408945,1
408945,10
470459,336616
470459,98504
470459,339962
1094175,200162
1094175,485935
1094175,107009
414276,467730
414276,448679
414276,358598
705279,136556
705279,135110
705279,466709
623281,327423
623281,354570
623281,57364
489931,89481
489931,345901
489931,44116
545450,110548
545450,44393
545450,106693
694845,26786
694845,135218
694845,12035
531142,135170
531142,292271
531142,427038
564707,53860
564707,271855
564707,239863
753480,405837
753480,417392
753480,25688
628085,4903
628085,224472
628085,423372
1094141,237012
1094141,236705
1094141,228197
448183,54998
448183,445857
448183,35116
568709,169436
568709,101039
568709,234122
614186,33617
614186,157406
614186,478417
230891,347015
230891,196447
230891,92904
725047,282997
725047,455749
725047,190753
700224,188532
700224,141834
700224,59171
521851,279923
521851,86790
521851,267224
707721,99999
707721,1
707721,10
715588,99999
715588,1
715588,10
524699,80561
524699,316480
524699,376702
517516,205980
517516,316413
517516,28367
543644,110548
543644,44393
543644,106693
1094110,286570
1094110,6737
1094110,363786
702790,99999
702790,1
702790,10
447551,135577
447551,436714
447551,51661
647872,258408
647872,219575
647872,202904
760070,400731
760070,378468
760070,32041
525467,285277
525467,64446
525467,27928
473886,400681
473886,241208
473886,499189
1094085,486579
1094085,122186
1094085,277388
1094081,10553
1094081,97047
1094081,450454
674595,330007
674595,76697
674595,64146
649294,258408
649294,219575
649294,202904
591026,335806
591026,442172
591026,51591
537301,70995
537301,195061
537301,129530
261650,336798
261650,427383
261650,254702
509111,355189
509111,149308
509111,306271
405985,99999
405985,1
405985,10
1094062,43288
1094062,271756
1094062,29838
1094056,127897
1094056,437867
1094056,387087
427340,352181
427340,448764
427340,55857
457809,289735
457809,282355
457809,226383
34015,37687
34015,479968
34015,140090
639084,258408
639084,219575
639084,202904
455853,126545
455853,292017
455853,15137
680250,99999
680250,1
680250,10
544308,110548
544308,44393
544308,106693
424898,140052
424898,442160
424898,141537
572286,490132
572286,325777
572286,198836
426347,134895
426347,30437
426347,100081
199442,381856
199442,176630
199442,75848
144254,12707
144254,297200
144254,478085
82161,262651
82161,126729
82161,324930
565915,104454
565915,27703
565915,479858
1094027,103899
1094027,131120
1094027,110670
449750,57248
449750,467771
449750,344508
683193,403917
683193,416580
683193,150191
728110,474235
728110,87187
728110,10618
576452,93303
576452,436366
576452,271586
525779,129090
525779,136750
525779,478215
610425,56891
610425,367467
610425,50134
605651,99999
605651,1
605651,10
720013,99999
720013,1
720013,10
582848,279720
582848,117720
582848,279521
503607,409327
503607,388863
503607,276274
690508,199567
690508,36893
690508,220653
1093971,328877
1093971,154768
1093971,34904
155056,289264
155056,84309
155056,378811
483241,37269
483241,384371
483241,256345
64528,56045
64528,285542
64528,420915
541969,339668
541969,148489
541969,271364
1093966,287379
1093966,82819
1093966,221640
536791,258408
536791,219575
536791,202904
86203,335025
86203,443437
86203,137860
1093962,443814
1093962,389558
1093962,246949
527769,129406
527769,454382
527769,460259
1093959,461060
1093959,416886
1093959,71304
609956,99999
609956,1
609956,10
549342,146224
549342,210470
549342,474454
577167,372564
577167,397814
577167,64164
731736,129290
731736,498757
731736,345643
700618,439000
700618,156745
700618,214761
1093941,21587
1093941,280357
1093941,57859
284313,154846
284313,103909
284313,254779
22479,220083
22479,457489
22479,192799
507221,344800
507221,255492
507221,488164
405310,342597
405310,204711
405310,307594
1093927,380403
1093927,303895
1093927,312868
1093926,229831
1093926,269372
1093926,381950
571474,30731
571474,109360
571474,348889
100013,99999
100013,1
100013,10
609628,385852
609628,273096
609628,400876
690705,251188
690705,108399
690705,3019
713134,21920
713134,377216
713134,128103
712545,474235
712545,87187
712545,10618
604954,99999
604954,1
604954,10
499413,414083
499413,115310
499413,258842
541274,412699
541274,236134
541274,442501
479525,131438
479525,286245
479525,324938
106125,445667
106125,37921
106125,445066
480504,83303
480504,376323
480504,268494
400311,444574
400311,238802
400311,385842
50891,110823
50891,95923
50891,32290
610190,37664
610190,305927
610190,44334
1093881,400731
1093881,378468
1093881,32041
599524,301095
599524,113860
599524,402079
457714,219178
457714,404147
457714,351656
605648,99999
605648,1
605648,10
535421,25769
535421,344230
535421,105893
487569,193583
487569,224488
487569,221279
591310,115217
591310,355036
591310,356046
555458,429151
555458,150347
555458,488290
4696,30419
4696,232749
4696,422648
525047,357712
525047,34505
525047,87213
1093855,99999
1093855,1
1093855,10
744261,258408
744261,219575
744261,202904
54199,201608
54199,453904
54199,141839
536654,378161
536654,111946
536654,17977
653092,494445
653092,241552
653092,335066
558548,99999
558548,1
558548,10
961921,278122
961921,273361
961921,276908
978802,99999
978802,1
978802,10
982481,99999
982481,1
982481,10
775343,80591
775343,321437
775343,66337
138629,385668
138629,492430
138629,431534
841165,98818
841165,379507
841165,490962
841020,99999
841020,1
841020,10
846513,404929
846513,421381
846513,317353
786021,99999
786021,1
786021,10
1066043,88604
1066043,333143
1066043,217265
1093791,33261
1093791,112754
1093791,108685
939473,445743
939473,40
939473,427687
1058978,381820
1058978,386398
1058978,59827
858421,147504
858421,491366
858421,452458
1093786,99999
1093786,1
1093786,10
345453,374832
345453,326265
345453,497787
330450,135775
330450,142308
330450,160419
821372,474566
821372,25445
821372,249723
855968,210842
855968,114398
855968,111640
160671,453708
160671,133750
160671,80838
1093781,103227
1093781,32118
1093781,233354
1036002,174919
1036002,103801
1036002,186921
783963,474236
783963,453402
783963,48186
1093773,151536
1093773,171744
1093773,266748
1003445,182361
1003445,303666
1003445,199794
315131,482447
315131,386072
315131,37061
841961,207390
841961,142959
841961,300568
912898,26026
912898,452506
912898,307829
771694,99999
771694,1
771694,10
961950,99999
961950,1
961950,10
772928,99999
772928,1
772928,10
776465,99999
776465,1
776465,10
991240,99999
991240,1
991240,10
772055,99999
772055,1
772055,10
917334,56045
917334,365012
917334,42589
1093750,431059
1093750,120371
1093750,55552
853057,99999
853057,1
853057,10
787784,205303
787784,437678
